id,2,10,20,50,100
86246,1,7,16,10,43
86252,1,7,16,10,43
12262064,1,8,15,23,22
12277270,1,3,17,11,50
12332190,1,4,12,18,83
12524696,0,3,4,40,91
12682470,1,3,17,11,13
12996040,0,6,19,29,12
13074629,1,3,17,16,50
13089312,1,3,5,25,49
13179265,0,2,13,6,65
13251776,1,8,7,39,82
13387341,0,9,11,6,16
13501141,1,8,7,15,59
13540129,1,8,15,23,22
13558712,0,1,9,49,97
13563017,0,9,8,32,61
13584134,0,9,1,29,44
13744500,1,7,3,35,70
13807224,1,8,15,0,55
13873775,1,0,15,23,17
13974451,0,1,9,1,24
14026320,0,4,11,44,35
14049441,0,1,8,32,97
14088807,0,4,11,25,60
14101174,0,9,8,41,6
14278542,0,4,12,31,74
14381137,0,9,5,2,79
14576147,1,4,4,7,5
14632152,0,1,9,49,96
14723452,1,4,18,25,49
14790034,1,0,10,30,0
14989775,0,9,8,41,61
15050385,0,9,8,41,4
15073302,0,6,12,30,62
15134033,1,0,10,23,99
15163210,1,8,7,39,8
15417308,0,1,9,49,96
15530842,0,1,9,1,24
15575309,1,0,15,37,17
15705695,0,9,1,2,79
15708395,0,6,19,8,12
15738658,0,1,9,49,96
15753725,1,8,18,27,59
15941277,1,2,14,42,65
15994113,0,4,4,13,89
16075389,0,9,8,31,90
16078766,1,8,17,11,13
16130307,0,1,9,46,78
16138642,0,6,19,8,12
16203579,1,8,7,22,8
16238376,0,6,13,6,4
16412251,1,8,17,11,64
16535563,0,9,8,41,6
16551772,1,0,10,42,62
16606739,0,9,8,32,90
16646740,1,8,18,25,60
16691816,0,6,12,30,66
16740945,0,1,9,49,78
16749437,0,6,19,46,12
16765955,0,6,19,41,4
16790471,1,3,4,40,36
16797008,0,9,1,40,36
16799857,0,4,12,44,53
16802992,0,6,1,1,44
16829614,1,0,10,28,62
16961724,1,8,7,39,27
16968198,1,8,17,11,83
17041984,1,0,10,9,17
17208569,1,4,11,44,47
17456470,1,8,17,22,88
17472223,0,6,14,48,4
17486592,1,8,18,25,88
17524817,0,1,19,46,97
17552659,0,4,12,31,53
17563640,0,1,8,46,78
17652157,1,8,15,5,70
17678929,0,1,8,32,6
17693343,0,1,9,46,78
17764186,0,6,1,1,4
17792880,1,8,18,25,88
17888308,1,4,18,25,25
17956604,0,6,19,46,78
17995179,0,6,19,8,62
18019282,0,1,9,49,24
18036844,0,4,12,31,57
18249735,1,0,15,18,28
18259179,0,1,8,32,6
18277411,0,4,11,16,25
18470775,0,4,12,8,53
18714453,0,9,1,32,78
18854215,1,0,15,35,28
18938874,0,4,12,31,74
18985721,1,0,15,42,95
19006747,0,9,1,2,44
19069700,0,9,8,32,61
19119985,0,1,8,46,97
19134469,1,0,10,30,62
19166969,0,1,19,46,97
19253253,1,7,3,34,2
19277502,1,8,17,22,8
19330664,0,9,1,2,79
19346425,1,8,18,18,57
19460457,1,0,15,23,22
19506471,0,9,8,41,4
19591356,0,3,4,40,36
19607398,1,7,3,35,31
19648997,0,9,11,44,35
19667741,0,9,5,2,79
19773748,0,4,4,8,54
19899195,0,6,1,40,44
20008183,0,9,1,29,16
20552767,1,7,3,34,14
20760852,0,1,9,49,96
21024070,1,7,7,5,70
21303030,1,0,15,0,17
21323129,1,8,17,19,50
21419778,0,9,1,32,56
21420965,0,1,9,49,97
21489091,1,3,6,47,89
21603296,1,4,18,25,60
21622166,0,6,12,26,40
21690320,0,4,12,30,62
21774908,0,1,8,32,6
21837001,0,9,1,29,44
21860840,0,3,5,3,94
21862750,0,9,8,32,56
21873377,0,4,11,25,25
22018852,1,0,10,30,62
22077078,1,8,15,27,41
22149847,0,3,11,25,25
22199203,1,0,15,23,0
22221380,0,9,14,2,65
22231751,1,8,4,0,91
22326006,0,9,1,32,3
22491084,1,8,17,22,10
22496007,0,4,10,6,62
22560643,0,4,12,31,53
22587434,0,6,12,30,62
22644300,1,7,3,35,84
22709494,0,9,1,29,56
22725281,1,8,15,5,55
22735677,1,5,0,47,51
22745038,0,4,12,30,83
22791304,0,6,4,8,54
22806689,0,6,19,6,4
22816872,0,4,4,8,5
23011309,1,0,15,23,41
23194432,1,0,15,23,41
23194614,1,4,11,44,40
23211846,0,4,11,44,35
23270065,0,1,9,49,96
23340837,0,9,5,6,9
23412989,0,1,19,46,4
23447825,0,1,19,46,12
23480814,0,1,9,1,56
23486921,0,6,19,46,97
23727805,1,0,10,30,62
23763655,1,3,17,11,49
23791057,1,8,7,5,59
23972718,0,6,1,6,44
24032560,1,8,15,0,55
24120930,0,1,9,46,78
42937475,1,7,3,17,11
44975538,1,8,15,27,98
48386542,1,8,17,25,88
48445984,1,8,18,25,21
48464291,0,3,5,24,29
48468053,0,3,5,16,79
48532593,0,4,12,31,53
48605649,1,8,18,25,27
48682962,0,9,1,29,16
48693550,1,2,6,3,89
48747840,1,8,7,22,21
48991232,0,1,9,49,24
49165299,1,5,2,45,28
49182915,1,0,4,30,17
49204603,0,1,19,46,78
49240577,1,7,15,35,41
49315424,0,6,1,6,9
49326153,1,4,4,40,36
49332997,1,0,12,30,62
49434116,0,3,5,16,7
49451971,0,6,4,8,36
49522674,1,3,17,11,13
49591669,1,8,18,25,22
49613173,0,2,13,6,9
49710372,1,7,0,15,27
49806426,1,7,7,15,30
49817353,0,9,11,32,90
49914843,0,1,1,32,56
50006012,0,9,1,29,44
50050726,0,1,9,46,78
50066863,0,1,9,49,96
50173943,0,4,12,44,53
50246742,0,9,1,2,79
50288900,1,0,15,23,37
50380832,0,9,1,29,92
50411403,0,1,9,1,78
50545000,0,1,8,32,6
50622160,0,1,9,41,6
50635466,1,8,7,39,82
50677951,0,1,9,49,78
50786785,0,9,11,6,16
50791864,1,0,15,17,37
50808053,0,1,1,1,56
50828137,0,9,8,32,90
50865818,1,8,7,39,70
50869828,1,3,6,42,98
51053733,0,4,4,13,54
51099044,1,0,15,5,55
51122746,0,3,4,13,36
51150009,0,9,1,29,44
51328832,1,8,17,22,21
51349274,1,8,7,15,64
51377848,0,1,9,49,96
51388399,0,2,13,26,71
51441524,0,9,8,32,90
51472749,1,3,18,7,80
51531106,1,8,7,15,59
51804381,0,0,10,30,73
51868456,1,0,10,23,0
52015552,0,4,12,31,57
52113271,0,9,8,32,56
52328342,0,9,1,2,79
52387756,0,4,11,44,57
52503923,0,6,14,6,9
52566892,0,3,5,16,79
52584180,0,9,1,29,56
52590015,1,3,5,24,29
52598384,1,2,13,21,77
52732914,0,3,5,40,36
52770204,1,7,3,17,30
52795289,0,4,12,31,53
52933935,0,1,9,1,24
52942577,0,9,1,32,56
